
surah|ayah|Verse
16|89|And on the day we send in every nation a martyr on them from themselves. A and the good news of the Muslims
16|90|God commands justice, charity, and the affliction of the kinship, and forbids the wildness, the denial, and the best of you.
16|91|And they fulfilled the covenant of God, if you have pledged and do not pass the faiths after their confirmation, and you have made God to you, as God is not.
16|92|And do not be the same With it ۚ and to show you the Day of Resurrection, what you were in it.
16|93|And if God will make you make you a single nation, but he will be misled by whomever
16|94|And do not take your faiths to enter between you, so you will be a feet after their confirmation, and you will taste the badness of what you repel
16|95|And do not buy the covenant of God a little.
16|96|What you have is exhausted ۖ and what God has remained, and we will be rewarded with those who have been done with the best of what they were doing
16|97|Whoever does righteousness is a male or female, and he is a believer, let us live a good life.
16|98|If you read the Qur’an, seek refuge in God from the righteous Satan
16|99|He has no sultan.
16|100|It is only his authority over those who take care of him and those who are partners.
16|101|And if we change a verse of a verse ۙ, and God knows what is revealed, they said: but you are different ۚ but rather do not know
16|102|Say: The soul of the Holy One of your Lord has revealed it to the right to prove those who believed, guided and guided by the Muslims
16|103|And we know that they say that it is taught by Hashar ۗ to the tongue who is the one who is diligent to it
16|104|Those who do not believe in the verses of God are not guided by God, and they have a painful torment
16|105|Rather, the lies who do not believe in the verses of God ۖ and those are the liars
16|106|Whoever disbelieves in God after his faith except for those who have been afflicted and his heart is reassured by faith A
16|107|That is that they walked away from this worldly life on the hereafter, and that God does not guide the disbelieving people
16|108|Those who have brought them to their hearts and their hearing and their eyes
16|109|There is no crime that in the hereafter they are the losers
16|110|Then, your Lord for those who migrated after what they are fascinated and then strive and be patient.
16|111|The day every soul comes to argue with itself and dies every same thing
16|112|And God set an example for a village that was safe and reassured, and its provision is brought up from every place. And they can make
16|113|And a messenger of them came to them, so they lied to him, so the torment took them and they are the oppressors
16|114|So eat from what God has blessed you with good solutions, and thank you, God bless you.
16|115|Rather, the woman, the blood, the flesh of the gin, and what I do not have for you, are forbidden by God.
16|116|And do not say what you describe, the liar, this is a solution, and this is a forbidden, so that you can avoid God, the liar, for the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one
16|117|A little enjoyment, and they have a painful torment
16|118|And on those who have been deprived of what we have shown before
16|119|Then, your Lord for those who did the bad with ignorance, then repent after that, and reconcile your Lord, after it.
16|120|Abraham was a nation that has been for God, and you were not among the polytheists.
16|121|Thank you for his blessings ۚ He gave it and guided him to a straight path
16|122|And we brought it in this worldly goodness.
16|123|Then we revealed to you that I follow the religion of Abraham Hanif.
16|124|Rather, the Sabbath has been made for those who have disappeared in it ۚ And your Lord will rule between them on the Day of Resurrection in what they were in it.
16|125|Call to the path of your Lord with wisdom and the good sermon. َ
16|126|And if you are punished, then they are punished with the same
16|127|And be patient, and what you are patient except with God ۚ and do not be sad about them, nor do you not be in a distress from what they are
16|128|God is with those who fear and those who are good
17|1|In the name of God, the Most Merciful, the Most Merciful He is the hearing visionary
17|2|And Moses Al -Akhbar came to us and made it a guidance for the sons of Israel
17|3|The atoms of those who carried us with Noah ۚ He was a servant
17|4|And we spent to the children of Israel in the book to spoil the land two times, and to announce a great highest
17|5|So if it comes and promised the first of them, we will send you worshipers for us, my first is a severe miserable
17|6|Then we repeated you for you, and we have given you money and sons, and made you more devoted to you
17|7|If you are good, you will be good for yourself. You justify what they have justified
17|8|May your Lord be merciful
17|9|This is the Qur’an guides to the one who is the people and preach the believers who do righteousness that they have a great reward
17|10|And that those who do not believe in the hereafter, we are accustomed to them with painful torment
17|11|And man calls for evil to be good for goodness.
17|12|And we made the night and the day for two الالان الن الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم الم ۚ And everything we separated in detail
17|13|And every human being whom we have been in his neck.
17|14|Read your book, enough for your soul on you, on the authority of you
17|15|Whoever guides, but he is guided by itself ۖ and whoever is lost, then he will be misleading on it ۚ and do not visit a visit, and the other is a time.
17|16|And if we want to destroy a village, we will command it, so they would be immoral in it, and it was attached to it.
17|17|And how many of the centuries are after Noah ۗ And your Lord is sufficient for the sins of his worshipers as a visionary expert
17|18|Whoever wants the urgent, we have a hurry for him in it, what we have brought to those who want, then make us hell to him
17|19|And whoever wants the hereafter and seeks her endeavor, and he is a believer, then those are their pursuit of thank you
17|20|We all extend these people and this is the gift
17|21|Look at how, and some of them are preferred to each other ۚ and for the hereafter the greatest of the delicacy and the greatest preference
17|22|Do not make with God another God, and you will be taken away
17|23|And your Lord did not worship him except for him and the two parents are good. They have a generous saying
17|24|And reduce the wing of humiliation from the mercy, and say the Lord, may God bless them, as my Lord is young.
17|25|Your Lord knows what is in your souls ۚ If you are righteous, then it was for those who are forgiven
17|26|And the closeness is its right, the poor, and the son of the way
17|27|The two siblings were the brothers of the two devils.
17|28|As for them to expose them to the mercy of a mercy from your Lord, you will hope for them, so say to them a good saying
17|29|And do not make your hands a bunch to your neck, and do not simplify it all the simplicity, so you will fall asleep with a fractured person
17|30|Your Lord is the ritual of the sustenance of whomever
17|31|And do not kill your children, fear
17|32|And do not approach the adultery.
17|33|And do not kill the breath that forbade God except with the truth ۗ and whoever kills an umbrella, then we have made us for a sultan, so he does not see it.
17|34|And do not approach the money of the orphan except for what is the best until it is attained
17|35|And they fulfilled the length, if you are all, and they will be straight
17|36|And you do not stand with what you do
17|37|And do not walk in the earth with joy ^ You will not create the earth and will not reach the mountains long
17|38|All of that was bad for your Lord
17|39|That is what I have revealed to you, your Lord, from the rule ۗ and do not make with God to God another, and you will be given in hell, with a murmur, with a murmur.
17|40|Your Lord, your Lord, with the sons, and take from the angels as a feminine ۚ You will say a great saying
17|41|And we have shown in this Qur’an to remember and what increases them except an action
17|42|Say, if the gods were with him, as they would say when they would not be able to the throne as a way
17|43|Glory be to him and exalted what they say is great
17|44|The seven heavens, the earth, and those in them praise him, and for something that only praises his praise, but you do not agree with them.
17|45|And if you read the Qur’an, make us between you and between those who do not believe in the hereafter
17|46|وَجَعَلْنَا عَلَىٰ قُلُوبِهِمْ أَكِنَّةً أَنْ يَفْقَهُوهُ وَفِي آذَانِهِمْ وَقْرًا ۚ وَإِذَا ذَكَرْتَ رَبَّكَ فِي الْقُرْآنِ وَحْدَهُ وَلَّوْا عَلَىٰ أَدْبَارِهِمْ نُفُورًا
17|47|نَحْنُ أَعْلَمُ بِمَا يَسْتَمِعُونَ بِهِ إِذْ يَسْتَمِعُونَ إِلَيْكَ وَإِذْ هُمْ نَجْوَىٰ إِذْ يَقُولُ الظَّالِمُونَ إِنْ تَتَّبِعُونَ إِلَّا رَجُلًا مَسْحُورًا
17|48|انْظُرْ كَيْفَ ضَرَبُوا لَكَ الْأَمْثَالَ فَضَلُّوا فَلَا يَسْتَطِيعُونَ سَبِيلًا
17|49|And they said that when we were great and shrouded, we are a new creation.
17|50|Say, be a stone or a single
17|51|Or create what is greater in your chest ۚ They will say who will repeat us. Say: May it be a close
17|52|The day you invite you, and you will respond to his praise and you will think that you only have a little
17|53|And say to my servants, they say that it is better ۚ The Satan is among them ۚ The Satan was for man as an enemy
17|54|Your Lord knows you 😂 if he will be merciful
17|55|And your Lord knows who is in the heavens and the earth ۗ, and we preferred some of the prophets over some of us.
17|56|Say: Call those who claimed without it
17|57|Those who call on their Lord, the loyalty, which of them is the closest, and they hope for his mercy and fear the torment
17|58|And from a village, but we will be destroyed before the day of resurrection or torture it with severe torment ۚ that was in the book of the book
17|59|And what we are forbidden to send with the verses except that the first is lied to it ۚ and we came to the time of the camel, so they will be in the face of it, so they will be done with it.
17|60|And when we said to you that your Lord has surrounded people ۚ and what we have made the visions that we have shown you except a temptation for people and the tree in the Otherwise, overlooking
17|61|And when we said to the angels, they would find the Adam, so they found only an elder
17|62|He said that you have seen you, which you have honored me when you were late to the Day of Resurrection, so I will not be at his offspring except for a few
17|63|He said, go, and whoever follows you from them, for your hell is your reward
17|64|And you will be stated by those who reserved from them with your voice, and you will be overlooked by your horses Rur
17|65|My servants do not have two sultans.
17|66|Your Lord, who will bring you the aroma in the sea to seek from his grace ۚ He was merciful to you
17|67|And when the harm will be in the sea, the one you call, except for it, will be lost.
17|68|Have you believed that you will be lined with the side of the righteous
17|69|Or do you believe that he will return you in it, and he will send you a stray from the wind, and he will be tempted by what you disbelieved in
17|70|And we have honored us with the children of Adam, and we carried them in righteousness and the sea, and we gave them the good ones, and we preferred them to the many of our goodness
17|71|On the day we call all people with their imam 😂 Whoever gives his book with his right, then you will read their book and do not shadow
17|72|And whoever is in this blindness, he is in the hereafter, blind and misleading.
17|73|And if they are almost to be fascinated by you who have revealed to you to you, we will not be forgotten by us.
17|74|Were it not for you if we had proven you, you would have left them a little.
17|75|So, we will give you the weakness of life, and weakened the deaths.
17|76|And if they would be able to provoke you from the land to bring you out of it 😂 And when they will only be a few
17|77|The Sunnah of those who have sent us before our messengers.
17|78|Establish the prayers for the sun of the sun until the height of the night and the Qur’an of the dawn.
17|79|And from the night, then you will be exaggerated with it, for you, may your Lord send you
17|80|Say, Lord, enter me with a honesty, and make me out of the righteousness and make me a victory
17|81|Say the truth came and the false
17|82|We descend from the Qur’an what is a cure and mercy for the believers ۙ and the unjust only increases a loss
17|83|And if we are blessed with man
17|84|Say every person who works on his way, your Lord knows who is the most guidance of a way
17|85|And they ask you about the soul 😂 Say the Spirit from the command of my Lord, and what you have given from knowledge except a little
17|86|And if we will go to us with those who have revealed to you, then you will not find you with us and an agent
17|87|Except a mercy from your Lord ۚ If His grace was great to you
17|88|Say, when human and jinn gathered to come to the same as this Qur’an, they do not come to the same, and if there is no one
17|89|And we have made people to people in this Qur’an from every example, so the most people have refused except for infidels
17|90|And they said we will not believe in you until you are separated from the land.
17|91|Or you have a paradise of disbelief and a grain, so the rivers will be separated by its cells.
17|92|Or the sky is broken as you claimed to us as a foolishness or come to God and the angels before
17|93|Or will you have a house from decorative, or you will be promoted in the heavens, and we will not believe in your uplifting until you are revealed to us. A messenger
17|94|And what people prohibited them to believe when the guidance came to them, except that they said, God sent a messenger of a messenger
17|95|Say: If there was an angel in the land, they would walk in
17|96|Say: God suffices a martyr between me and between you ۚ He was with his worshipers as a visionary expert
17|97|And whoever guides God, he is the guidance. Hell Hell.
17|98|This is their reward that they disbelieved in our verses and said: “If we are great and lips, but we have a new creation
17|99|Did they not see that God, who created the heavens and the earth, is able to create the same and make them for them to be a good man
17|100|Say: If you have the trap of mercy
17|101|And Moses came to us nine signs of evidence.
17|102|You have learned what I have revealed, except the Lord of the Heavens and the Earth
17|103|So I wanted to provoke them from the land, so we will be exhausted and whoever is with him all
17|104|And we told us after it to the sons of Israel.
17|105|And in fact, we descended it and the right to descend ۗ and what we have sent you only a good and a warning
17|106|And a Qur’an that we separated to read it to people on a stay and we sent it down.
17|107|Say: believe in it or do not believe ۚ that those who have given knowledge before him, when they are followed by them, they will beg for the sake
17|108|And they say, Glory be to our Lord.
17|109|And they are deceived by the people who cry and increase their fear ۩
17|110|Say, pray to God, or pray for the mercy.
17|111|Say the praise to God, who did not take a child, and he had no partner in the king, and he did not have a guardian of humiliation.
18|1|In the name of God, the Most Gracious, the Most Merciful, praise be to God, who was revealed to His servant, the Book, and he did not make him a wave ۜ
18|2|A valuable to warn with a severe misery of his religion and preach the believers who do righteousness that they have a good reward
18|3|They are ever
18|4|And those who said, God will take a father
18|5|What they have of knowledge, nor their parents ۚ I have grown up a word that comes out of their mouths ۚ They say only a lie
18|6|Perhaps your soul is on their effects, if they do not believe in this hadith, sorry
18|7|We have made what is on the earth as a decoration for them to redeem them, which is better.
18|8|And we are making what they have to be happy.
18|9|Or did you think that the owners of the gay and the sophistication were wondering from our signs.
18|10|When the fatwa was to the gay, then they said, our Lord, we have come from you, mercy, and it is for us from our command as a guide.
18|11|So we were struck by their ears in the age of two years
18|12|Then we sent them to know which parties are counted for what they have come to.
18|13|We tell you their news with the truth ۚ They are a girl who believed in their Lord and increased them
18|14|And we were attached to their hearts when they rose up, so they said, Lord, Lord of the heavens, and the earth, and we will not call from it without it.
18|15|These people have taken from him without the gods, if only they would not come to them with a clear authority.
18|16|And when you disgrace them and what they worship except God, then return to the fear, spread to you your Lord from his mercy
18|17|And you see the sun when you are coming out, and they will be overwhelmed He is the guidance ۖ and whoever is misled, you will not find a guided guardian for him
18|18|And they calculate them, they are awake and they are steadfastly ۚ and we turn them with the same days and the Shamal’s deeds. Well and filled with them
18|19|Likewise, we sent them to ask them to ask them to do so. You will be with you to the city to the city, so let him see the best food, so let you come to you with a liveli
18|20|If they appear to you, they will bring you or return you in their mill
18|21|Likewise, we have stumbled upon them to know that God promises a truth, and that the hour is not a doubt about it. I knew about them ۚ He said those who dominated their affairs, so that we can take them as a mosque
18|22|They will say three of them, their lords, and they will say five, their sixth, their dogs are shameful with the unseen. What they know is nothing but a few ۗ, so do not go through them except for a phenomenon, and you will not be satisfied with them from them
18|23|And do not say anything that I am doing that tomorrow
18|24|Except that God wills ۚ and mention your Lord if you forget and say, may God guide me to my Lord, to come close to this
18|25|And they found in their cave three hundred years and increased nine.
18|26|Say God, know what they have come to, ۖ He has the absence of heavens and the earth.
18|27|And what is revealed to you from the writers of your Lord ۖ There is no substitute for his words, and you will not find it without it.
18|28|And be patient with those who invite their Lord with lunch and east, they want their faces. His heart from our remembrance and follow his whim
18|29|Say the truth from your Lord ۖ Whoever wants, let him believe, and whoever wills, let him be atoned. Like the people, the faces of the faces ۚ the misery of the drink and the abuse of the
18|30|Those who believe and do righteous deeds, but we do not waste the reward of those who are good.
18|31|Those are the gardens of an adult that runs from the rivers of them To your opinions ۚ Yes, the garment
18|32|And they have two men who made us one of them, two of them are two gravies, and we have exhausted them with a breach and made them between them.
18|33|The two gardens were eaten, and she did not oppress anything from him.
18|34|And he had a fruit, so he said to his companion, and he was paving it, I am more than you
18|35|He entered his paradise while he was the oppressor of himself
18|36|And I do not think the hour is standing, and if I turn to my Lord, I would find good from it.
18|37|His friend said to him, and he was inserting him.
18|38|But he is God, my Lord, and I do not share my Lord
18|39|And if only if you entered your paradise, you will say what God has wished, there is no power except with God ۚ If you think that I am less than you and a child
18|40|So my Lord is good for you to give a good one of your paradise and send them a heart of the sky, so it would be sworn in a shock
18|41|Or it becomes a wateer, you will not be able to seek a request.
18|42|And he was surrounded by his fruit, and he would turn his sufficiency to what he agreed with, and it is a khulah on her veins, and he said: “Oh, whoever is,”
18|43|And there was no group that they would support him without God, and what was victorious
18|44|There is the state the right to Allah is the best reward and the best decades that followed
18|45|And they have the same as the worldly life, as we descended from the sky, so the prophecies of the earth were mixed with it, so the wilderness of the earth was confused with it R
18|46|Money and sons are the adornment of this worldly life.
18|47|On the day we forget the mountains and see the land with a prominent and we greeted them, so we did not leave anyone from them
18|48|And expose your Lord to a class, as you have come as we created you first time ۚ Rather, you claimed, but we will make you a blessing for you
18|49|And the book is placed, and you see the criminals who are separated from what is in it and they say, O, and we are the money of this book. What do they do are present ۗ and your Lord does not oppress anyone
18|50|And when we said to the angels, they would find the Adam, so they would be prostrated except for the sake of the jinn. You have an enemy.
18|51|What I witnessed the creation of the heavens and the earth, and did not create themselves, and what I was taking the struggle as a member
18|52|On the day, they say that they called my partners who claimed, so they called them, and they did not respond to them and made us between them
18|53|And the criminals saw the fire, and they thought that they were falling it and they did not find it as a behavior.
18|54|And we have shown in this Qur’an for people from every example ۚ and man was the most severe thing
18|55|And what people are forbidden to believe when the guidance came to them, and they seek forgiveness from their Lord, except that the Sunnah of the first will come
18|56|And we do not send the messengers except those who are good A
18|57|And whoever is hurt by those who are mentioned by the verses of his Lord, he will be exposed to them and forgot what he presented. If you call them to the guidance, they will never be guided
18|58|And your Lord, the forgiveness, is the mercy.
18|59|And those villages, our people, when they did wrong, and made us for their humiliation
18|60|And when Moses said that he would not be happy until I reach the whole of the two sea or the righteousness
18|61|فَلَمَّا بَلَغَا مَجْمَعَ بَيْنِهِمَا نَسِيَا حُوتَهُمَا فَاتَّخَذَ سَبِيلَهُ فِي الْبَحْرِ سَرَبًا
18|62|"When he came, he said, ""We gave us a lunch, because we have come from our travels."
18|63|He said that you have seen when we were to the rock, because I forgot the voice and what I forget except for the Satan to remind it ۚ and take it to the sacrifice.
18|64|He said that what we were glorified ۚ and they were struggled with their effects.
18|65|So they found a servant of our worshipers.
18|66|Moses said to him: Do I follow you to know what you have learned as a guide?
18|67|He said that you will not be able to be patient
18|68|And how do you think about what you did not degrade.
18|69|He said: You will find me if God will be patient, and I will not disobey you.
18|70|He said that if you follow me, do not ask me about anything until I am talking to you from it.
18|71|So they released even when they installed in the travel, they were burned.
18|72|He said: Did you not say that you will not be able to be patient.
18|73|"He said, ""Do not take me as I forgot, and do not give me a hardship from my matter."""
18|74|So they went until when he was gone, then he killed him, he said, you killed a soul that is zakat with a soul, you have come to something
18|75|He said: Did I not tell you that you will not be able to be patient with patience.
18|76|He said that if I asked you about something after it, do not accompany me.
18|77|So they are released until they came to the people of a village. You took a reward for it
18|78|He said this is a difference between me and you ۚ I will tell you that you will not be able to be patient with patience
18|79|As for travel, it was for two sites working in the sea, so I wanted to defect it, and their successes were a king who takes all the sins
18|80|As for the crime, his parents were believers.
18|81|So we wanted to replace them with their Lord, good than him, zakat and close mercy
18|82|As for the grandmother, it was for two people in the city, and it was a treasure for them, and their father was righteous. A from your Lord ۚ and what I did from my command ۚ That is the interpretation of what you did not have to be patient
18|83|And they ask you about the two of the two centuries.
18|84|We enabled him in the land and brought him from everything because
18|85|So he followed a reason
18|86|Until the ritual of the sun reached, it will be strange in the eyes of the sun, and it is found for them. Good
18|87|He said: As for whoever wronged, we will be tormented, then he returns to his Lord, and he will torment him with torment
18|88|As for those who believe and do righteousness, he has the reward of goodness ^ And we will say to him from our command to be pleased
18|89|Then follow a reason
18|90|Until, when he reaches the lord of the sun and found it, it will come to the people, and we did not make them without them
18|91|As you have been informed of what he had experienced
18|92|Then follow a reason
18|93|Until, when he reached between the two sides, he found from them a people, they would not have almost agreed
18|94|They said: “This is the two parties, if it is brought and wounded in the land, so do we make you a way out for you to make them and make them clear
18|95|He said what I have been in my Lord is better, so they help me with a powerful force, and I will make between you and them as a number of them
18|96|The Zabr al -Hadidi came to me until it was between the two friends, he said: “So that they would be blown up.”
18|97|فَمَا اسْطَاعُوا أَنْ يَظْهَرُوهُ وَمَا اسْتَطَاعُوا لَهُ نَقْبًا
18|98|He said this is a mercy from my Lord.
18|99|And we left some of them, then they waved in each other.
18|100|We have been present to Hell, then for the disbelievers, as a result.
18|101|Those who were appointed in a cover from my remembrance and they were not recovering
18|102|I calculate those who disbelieved to take my servants from my guardians.
18|103|Say: Do we tell you about the losers?
18|104|Those who have gone astray in this worldly life, and they calculate that they are good.
18|105|Those who disbelieve in the verses of their Lord and to meet him, so their deeds were loved, so we do not reside for them on the Day of Resurrection and Zenin
18|106|That is their hell, with what they disbelieved and took my signs and my messengers shake
18|107|Those who believed and doing righteous deeds had the paradise of the paradise.
18|108|They are immortal in it, and they do not want it to be around
18|109|Say, if the sea was a penetration of the words of my Lord, we would run out of the sea before the words of my Lord will run out, and if we have come to the same
18|110|Say: I am a human being like you D.
19|1|In the name of God, the Most Merciful, the Most Merciful
19|2|Remember your Lord, your servant, Zakaria
19|3|When his Lord called a hidden call
19|4|My Lord said that I am the great of me, and the head was a young man, and I was not your prayers, Lord
19|5|And I have hidden the loyalty of my loyalty, and my wife was barren, so he gave me to you and my loyalty
19|6|He inherits me and inherits from the family of Jacob.
19|7|O Zakaria, we preach to you with a height of his name.
19|8|My Lord said that I would have a glory, and my wife was barren, and I have reached the oldest
19|9|He said that your Lord said that he is on me.
19|10|He said, Lord, make me a sign.
19|11|So his people came out of the warehous
19|12|Oh, greet the book with a powerful person.
19|13|And hennted from our religion and zakat ۖ and it was featured
19|14|And in his parents, he was not a disobedient mighty
19|15|And peace be upon him on the day of a child and the day he dies and the day he will send a neighborhood
19|16|And mention in the book Mary, when she was rejected by her family
19|17|So I took from them without a veil, so we sent us to our souls, so she represented it as a successful human
19|18|She said that I seek refuge in mercy from you.
19|19|He said: I am the Messenger
19|20|She said that I have a cloud, and I did not touch me, and I was not a prostitute.
19|21|"He said, ""Your Lord said,"" It is on me with a time. """
19|22|She carried him, and she was rejected by a short place
19|23|So the frightening came to her to the trunk of the palm tree.
19|24|So he called her from her
19|25|And shake to you with the trunk of the palm tree, you will fall on you a wet.
19|26|So, my entire, and I will read a eyes.
19|27|So her people came to him, you can carry it. They said, Mary,
19|28|O sister of Harun, what your father was a woman and what your mother was abolished
19|29|So I referred to him 😂 They said, How can we speak to those who were in the Mahdi boy
19|30|He said that I was the servant of God
19|31|And made me a blessing wherever I was and I was blessed with prayers and zakat as long as I live
19|32|And in my mother, he did not make me a hard mighty.
19|33|And peace be upon me on the day I was born, the day I die, and the day I send a neighborhood
19|34|That is the son of Mary ۚ The saying of the truth in which they are passed
19|35|It would not have been taken from a child 😂 Glory be to Him ۚ If he spent an order, then he says to him, be it
19|36|And God is my Lord and your Lord, so worship Him ۚ This is a straight path
19|37|The parties differed from among them 😂 Fawal to those who disbelieved from a great day
19|38|I hear about them and see the day they come
19|39|And warn them on the day of the misfortune, when the matter was spent, and they are in a negligence, and they do not believe in
19|40|We inherit the earth and those who are on it, and to us they will return
19|41|And mention in the book Abraham ۚ He was a friend of a prophet
19|42|When he said to his father, O father, why do you worship what he does not hear, does not see, nor does he sing anything from you
19|43|O father, I have come to me from the knowledge that you did not come, so I will bring me up to your guidance.
19|44|O father, do not worship the Satan.
19|45|O father, I am afraid that you will be a torment
19|46|He said, I want you from my family, O Abraham.
19|47|Peace be upon you said: My Lord will forgive you.
19|48|And I will dismiss you and what you call from God and I pray my Lord, may I not be the prayers of my Lord as hard
19|49|When they disobeyed them, and what they worshiped without God, and we have been given to him and Jacob ۖ and all of us made a prophet
19|50|And we gave them from our mercy and made us a righteous tongue on them
19|51|And remember in the book Moses ۚ He was a savvy and a prophet was a prophet
19|52|And we called it from the side of the right phase, and we raised it.
19|53|And we gave him from our mercy, his brother, Harun, a prophet.
19|54|And remember in the book I hear ۚ He was the one who was considered a promise and a messenger was a prophet.
19|55|And his family was commanded to pray
19|56|And mention in the book Edris ۚ He was a friend of a prophet
19|57|We raised it as a place
19|58|Those who have been blessed by God from the offspring of Adam, and whoever carried us with Noah and from the offspring of Abraham If the verses of the Most Merciful are followed by them, they are miserable and crying.
19|59|So he succeeded after them, they lost the prayers and followed the lusts.
19|60|Except for those who repent, believe and do righteousness, then those who enter Paradise and do not oppress anything
19|61|The gardens of Aden who promised the mercy of his servants with the unseen ۚ He was coming out
19|62|They do not hear in it, except peace.
19|63|That paradise that we inherit from our worshipers who were feared
19|64|And we do not descend except with the command of your Lord ۖ He has what is between our hands, and what is left of us, and what is between you ۚ and what your Lord was forgotten
19|65|Lord of the heavens, the earth, and what is between them, then worship him and be patient for his worshipers ۚ Do you know him with the heavens
19|66|And man says that when you have come, there is no life.
19|67|The human being is not a person who created it from before, and nothing is something
19|68|So your confusion, we will be gathered and the participants, and then we bring them around Hell.
19|69|Then let us remove from every Shiite, which is the most accurate of mercy
19|70|Then, let us know who are the ones who are praying with it.
19|71|And if you only want it ۚ He was on your Lord, a judge.
19|72|Then we save those who fear and warn the oppressors in it.
19|73|And when our verses are shown on them, the evidence of those who disbelieved to those who believe in any of the two parties are good, and good and good.
19|74|And how many of us are before them from a century, they are the best furniture.
19|75|Say: Whoever is in the misfortune, let the mercy be for him. Sorry a soldier
19|76|And God who guided them increases and the righteous rest is good for your Lord, a garment and a good way
19|77|Did you see the one who disbelieved in our verses and said: I will not be a child and a son
19|78|He looked at the unseen, or he was taken with mercy as a covenant
19|79|No ۚ We will write what he says and extends to him from the torment as a period
19|80|And we inherit it what he says, and we come to an individual
19|81|And take from God the gods to be proud of them
19|82|Both Sikvron Babadthm and they are in opposition
19|83|Did you not see that we sent the devils on the disbelievers
19|84|Do not hurry upon them.
19|85|On the day we gather the righteous to the Most Merciful
19|86|And the markets of the criminals to Hell and a response
19|87|They do not have intercession except for those who are taken with mercy as a covenant
19|88|And they said that the mercy took
19|89|You have come
19|90|The heavens almost break the fast from it, breathe
19|91|They called for the Most Merciful
19|92|And what he is for the mercy is that he takes a child
19|93|For everyone in the heavens and the earth except for the mercy of the servant
19|94|I have counted them and promised them as an enemy
19|95|And all of them come to the Day of Resurrection
19|96|Those who believe and do righteous deeds will make them the mercy of them.
19|97|So we are pleased with your tongue to preach the righteous and the people who are blessed with it
19|98|And how many of us are before them from a century?
20|1|In the name of God, the Most Gracious, the Most Merciful, Taha
20|2|The Qur’an has not revealed to you
20|3|It is a reminder to who awes
20|4|A download from the creation of the earth and the high heavens
20|5|the most merciful sat on his throne
20|6|He has what is in the heavens, what is on the earth, and what is between them, and what is under the richness
20|7|But it makes no secret of saying it knows the secret and hidden
20|8|God is no god but He 😂 He has the good names
20|9|Is Moses's hadith brought you?
20|10|When he saw a fire, he said to his family, so that I would forget a fire, so that I may come to you from it with tribes or find this for the fire.
20|11|When she came to her, Moses
20|12|I am your Lord, so make up for you.
20|13|And I chose you, so he listens to what is revealed
20|14|I am God, there is no god but I, worship me and make prayer for my remembrance
20|15|The hour is that I almost hide it to reward every soul with what it seeks
20|16|Do not believe you from those who do not believe in it and follow his whim
20|17|And what is in your mind, Moses
20|18|He said that she is my stick, I grabbed it and I am surprised by it on my sheep, and I have another
20|19|"He said, ""Moses"
20|20|So he gave it to her, so if it is alive, she seeks
20|21|Take it, and do not be afraid.
20|22|And you will come to your wing, bring out a whiteness from other bad times.
20|23|To show you from our great signs
20|24|He went to Pharaoh, he is overwhelmed
20|25|My Lord said, I explain to me my chest
20|26|And it is easy for me
20|27|And a decade from Sani
20|28|They agree with me
20|29|And make a minister from my family
20|30|Harun my brother
20|31|I am stressing it
20|32|And share it in my command
20|33|In order to praise you a lot
20|34|We remind you many
20|35|You were a vision
20|36|"You have said, ""Moses"
20|37|And we have again
20|38|When we have revealed to your mother what is revealed
20|39|That I eliminate it in the coffin, and take it out in the day, let him throw it up with the witch My
20|40|When your sister walks, then you will say that I will show you to those who guarantee him? You are dead ۚ So you have seen two years in the people
20|41|And I broke your soul
20|42|You and your brother are guessing with my revelations, and you are not in my remembrance
20|43|He went to Pharaoh, he was overwhelmed
20|44|So say to him a soft saying that he may remember or fear
20|45|"We said, ""We are afraid to excess of us or to be overwhelmed"
20|46|"He said, ""Do not be afraid?"""
20|47|So he came to him, and we say: “A messenger, your Lord, will send us with the children of Israel, and do not torture them.”
20|48|We have revealed to us that the torment is on the one who lied and tied up.
20|49|He said: Who is your Lord, Moses
20|50|Our Lord, who gave everything that he created, then guided
20|51|He said: No, the first centuries
20|52|Her knowledge said when my Lord is in a book.
20|53|The one who made the earth to you is a paved, and you have a way for you and the heavens of the sky with water, so we brought it out of the wives
20|54|Eat and raise your blessing ۗ, for that there are signs for the first of the end.
20|55|From them we created you, and for them, we will bring you back, and from them we bring you another time
20|56|And we have given him all our signs, so he lied and doors
20|57|He said: We have come to come out of our satisfaction with Mossa, Moses
20|58|Let us bring you a magic like it, so make between us and between you a bum that we do not succeed.
20|59|He said your bid.
20|60|He took care of Pharaoh, so he gathered his friend and then came
20|61|Moses said to them, and you will not be fascinated by God as a lie, so you will be forgiven with torture.
20|62|So they are disputed
20|63|They said that these are an enchanting, they want to come out of your land with their warmth and what you want with your way of your likeness
20|64|So they gathered your friend, then come in a class.
20|65|They said, Moses, either to be met, or to be the first of those who met.
20|66|He said: Rather, they will be thrown.
20|67|Voojs at the same wary Moses
20|68|Say: Do not be afraid that you are the highest
